SPECID,COMMENT_FLAG,COMMENT
G15_Y5_006_234,2048,"No red flux at all!!!"               
G15_Y5_006_238,2048,"Again no red flux!"                  
G15_Y5_006_242,2048,"Again no red flux!"                  
G15_Y5_006_252,2048,"Again no red flux!"                  
G15_Y5_006_262,2048,"Again zero flux in red"              
G15_Y5_006_263,2048,"Again zero flux in red"              
G15_Y5_006_266,2048,"Again zero flux in red"              
G15_Y5_006_275,2048,"Again no red flux"                   
G15_Y5_006_278,2048,"Again no red flux"                   
G15_Y5_006_299,2048,"Again no red flux"                   
G15_Y5_006_301,2048,"Again no red flux"                   
G15_Y5_006_308,2048,"Again no red flux"                   
G15_Y5_006_319,2048,"Again no red flux"                   
G15_Y5_006_326,2048,"Again no red flux"                   
G15_Y5_006_328,2048,"Again no red flux"                   
G15_Y5_006_330,2048,"Again no red flux"                   
G15_Y5_006_337,2048,"Again no red flux"                   
G15_Y5_029_355,2048,"noisy red arm"                       
G02_Y3_003_294,4096,"broad dip in spectrum"               
G02_Y3_016_228,4096,"obviously terrible spectrum"         
G02_Y5_082_294,4096,"odd features at 5900 and 7100A"      
G09_Y1_EX1_261,4096,"reduction error"                     
G09_Y1_GN1_385,4096,"data reduction problems"             
G09_Y1_HS1_044,4096,"strange feature at 5350"             
G09_Y1_IS1_119,4096,"data reduction problems but re"      
G09_Y4_212_294,4096,"weird dip at 6000"                   
G09_Y5_002_294,4096,"weird broad feature"                 
G09_Y5_030_201,4096,"weird bump at 5450 angstroms"        
G12_Y1_FS2_261,4096,bad                                   
G12_Y3_036_349,4096,"scattered light error?"              
G12_Y4_207_294,4096,"weird trough @ 5950A"                
G12_Y4_209_007,4096,"big bump at 6750A"                   
G12_Y4_209_016,4096,"weird broad em-like eature"          
G15_Y1_DN1_388,4096,"something wrong"                     
G15_Y2_005_294,4096,"strange subtraction at 6000A?"       
G15_Y2_014_115,4096,"poor reduction"                      
G15_Y3_010_294,4096,"weird broad feature"                 
G15_Y3_013_345,4096,"bad pixels"                          
G15_Y3_020_054,4096,"something very wrong"                
G15_Y3_029_294,4096,"strange feature at 6000"             
G15_Y3_035_315,4096,"badly damaged check"                 
G15_Y3_045_294,4096,"deffect at 6000A"                    
G15_Y5_001_294,4096,"weird broad abs feature"             
G15_Y5_004_294,4096,"weird broad abs feature"             
G02_Y3_002_020,16384,xxx                                   
G02_Y3_002_130,16384,xxx                                   
G02_Y3_003_210,16384,xxx                                   
G02_Y3_003_275,16384,xxx                                   
G02_Y3_005_254,16384,xxx                                   
G02_Y3_009_071,16384,xxx                                   
G02_Y3_009_221,16384,xxx                                   
G02_Y3_012_029,16384,xxx                                   
G02_Y3_019_041,16384,xxx                                   
G02_Y3_020_071,16384,xxx                                   
G02_Y4_042_128,16384,xxx                                   
G02_Y5_054_344,16384,xxx                                   
G02_Y5_059_146,16384,xxx                                   
G02_Y5_074_059,16384,xxx                                   
G02_Y5_092_036,16384,xxx                                   
G02_Y5_092_105,16384,xxx                                   
G02_Y6_002_249,16384,xxx                                   
G02_Y6_002_308,16384,xxx                                   
G02_Y6_014_293,16384,xxx                                   
G02_Y6_016_293,16384,xxx                                   
G09_Y1_AS1_064,16384,xxx                                   
G09_Y1_AS1_261,16384,xxx                                   
G09_Y1_AS1_340,16384,xxx                                   
G09_Y1_AS1_340,16384,xxx                                   
G09_Y1_BS2_236,16384,xxx                                   
G09_Y1_BS2_236,16384,xxx                                   
G09_Y1_BS2_246,16384,xxx                                   
G09_Y1_BS2_262,16384,xxx                                   
G09_Y1_BS2_269,16384,xxx                                   
G09_Y1_BS2_275,16384,xxx                                   
G09_Y1_BS2_276,16384,xxx                                   
G09_Y1_BS2_277,16384,xxx                                   
G09_Y1_BS2_279,16384,xxx                                   
G09_Y1_BS2_279,16384,xxx                                   
G09_Y1_BS2_281,16384,xxx                                   
G09_Y1_BS2_282,16384,xxx                                   
G09_Y1_BS2_283,16384,xxx                                   
G09_Y1_BS2_284,16384,xxx                                   
G09_Y1_BS2_285,16384,xxx                                   
G09_Y1_BS2_286,16384,xxx                                   
G09_Y1_BS2_287,16384,xxx                                   
G09_Y1_BS2_291,16384,xxx                                   
G09_Y1_BS2_292,16384,xxx                                   
G09_Y1_BS2_293,16384,xxx                                   
G09_Y1_BS2_294,16384,xxx                                   
G09_Y1_BS2_307,16384,xxx                                   
G09_Y1_BS2_316,16384,xxx                                   
G09_Y1_BS2_334,16384,xxx                                   
G09_Y1_HN2_060,16384,xxx                                   
G09_Y1_HS2_261,16384,xxx                                   
G09_Y1_IN2_266,16384,xxx                                   
G09_Y1_IS2_002,16384,xxx                                   
G09_Y1_test_008,16384,xxx                                   
G09_Y2_009_051,16384,xxx                                   
G09_Y2_012_303,16384,xxx                                   
G09_Y2_015_396,16384,xxx                                   
G09_Y2_026_027,16384,xxx                                   
G09_Y2_027_261,16384,xxx                                   
G09_Y3_014_259,16384,xxx                                   
G09_Y3_019_351,16384,xxx                                   
G09_Y3_027_367,16384,xxx                                   
G09_Y4_215_046,16384,xxx                                   
G09_Y4_216_076,16384,xxx                                   
G09_Y4_221_107,16384,xxx                                   
G09_Y4_226_008,16384,xxx                                   
G09_Y4_227_043,16384,xxx                                   
G09_Y4_227_049,16384,xxx                                   
G09_Y4_227_107,16384,xxx                                   
G09_Y4_228_005,16384,xxx                                   
G09_Y4_233_390,16384,xxx                                   
G09_Y4_268_002,16384,xxx                                   
G09_Y4_269_005,16384,xxx                                   
G09_Y4_269_017,16384,xxx                                   
G09_Y4_269_048,16384,xxx                                   
G09_Y4_269_053,16384,xxx                                   
G09_Y4_269_058,16384,xxx                                   
G09_Y4_269_068,16384,xxx                                   
G09_Y4_269_094,16384,xxx                                   
G09_Y4_269_102,16384,xxx                                   
G09_Y4_269_106,16384,xxx                                   
G09_Y4_269_125,16384,xxx                                   
G09_Y4_269_170,16384,xxx                                   
G09_Y4_269_238,16384,xxx                                   
G09_Y4_269_239,16384,xxx                                   
G09_Y4_269_251,16384,xxx                                   
G09_Y4_269_262,16384,xxx                                   
G09_Y4_269_288,16384,xxx                                   
G09_Y4_269_301,16384,xxx                                   
G09_Y4_269_304,16384,xxx                                   
G09_Y4_269_317,16384,xxx                                   
G09_Y4_269_347,16384,xxx                                   
G09_Y4_269_349,16384,xxx                                   
G09_Y4_269_375,16384,xxx                                   
G09_Y4_269_382,16384,xxx                                   
G09_Y4_269_384,16384,xxx                                   
G09_Y4_269_389,16384,xxx                                   
G09_Y4_269_390,16384,xxx                                   
G09_Y5_015_239,16384,xxx                                   
G12_Y1_AN1_340,16384,xxx                                   
G12_Y1_ND4_261,16384,xxx                                   
G12_Y3_016_011,16384,xxx                                   
G12_Y3_024_216,16384,xxx                                   
G12_Y4_205_360,16384,xxx                                   
G12_Y4_210_345,16384,xxx                                   
G12_Y5_013_201,16384,xxx                                   
G15_Y1_AS2_261,16384,xxx                                   
G15_Y1_BS2_261,16384,xxx                                   
G15_Y1_BS2_261,16384,xxx                                   
G15_Y1_DN1_154,16384,xxx                                   
G15_Y1_DN1_169,16384,xxx                                   
G15_Y2_001_247,16384,xxx                                   
